polls,idle_polls,pid,cpu,slot_id,client_side_traffic.pkts_in,client_side_traffic.bytes_in,client_side_traffic.pkts_out,client_side_traffic.bytes_out,client_side_traffic.max_conns,client_side_traffic.tot_conns,client_side_traffic.cur_conns,client_side_traffic.slow_conns,client_side_traffic.expired_conns,client_side_traffic.slow_killed,client_side_traffic.evicted_conns,client_side_traffic.other_killed,server_side_traffic.pkts_in,server_side_traffic.bytes_in,server_side_traffic.pkts_out,server_side_traffic.bytes_out,server_side_traffic.max_conns,server_side_traffic.tot_conns,server_side_traffic.cur_conns,server_side_traffic.slow_conns,server_side_traffic.expired_conns,server_side_traffic.slow_killed,server_side_traffic.evicted_conns,server_side_traffic.other_killed,tm_total_cycles,tm_idle_cycles,tm_sleep_cycles,max_sleep_cycles_1sec,max_sleep_cycles_1min,max_sleep_cycles_1hr,max_poll_cycles_1sec,max_poll_cycles_1min,max_poll_cycles_1hr,cpu_usage_1sec,cpu_usage_5secs,cpu_usage_15secs,cpu_usage_1min,cpu_usage_5mins,cpu_usage_15mins,maintenance_mode_deny,max_conn_virtual_address_deny,max_conn_virtual_path_deny,max_conn_rtdom_path_deny,virtual_server_non_syn_deny,no_handler_deny,last_hit_time_deny_acl,no_staged_handler_deny,last_hit_time_deny_staged_acl,license_deny,cmp_conn_redirected,invalid_cmp_state,connection_memory_errors,memory_total,memory_used,dropped_packets,incoming_packet_errors,outgoing_packet_errors,http_requests,port_find_failures,non_default_hash_port_find_failures,dag_find_local_port_failures,port_find_sequentials,port_find_non_sequentials,port_find_reuse_dying_flows,port_find_next_port_advances,port_find_repick,tot_tmms,ticks,hz,connection_flow_miss,dos_tscookie_pkts_accepted,dos_tscookie_pkts_dropped,dos_synack_cookie_generates,dos_synack_cookie_accepts,dos_synack_cookie_rejects,dos_rst_cookie_accepts,dos_rst_cookie_rejects,global_sc_stats.syncookies,global_sc_stats.accepts,global_sc_stats.rejects,global_sc_stats.hw_syncookies,global_sc_stats.hw_accepts,global_sc_stats.wl_hits,global_sc_stats.wl_accepts,global_sc_stats.wl_rejects
21091275,18760906,46,1,0,181,11885,176,10813,3,5,1,0,2,0,0,0,196,14787,201,14132,5,29,1,0,0,0,0,0,4952255698755,31234624592,4894549306672,3867533,8233449,13530267,398514,658293,7395217,52,54,55,54,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,1566572544,67694208,0,0,0,0,0,0,0,58,0,0,0,0,1,3659833122,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

