name,destination,source,site,vs_index,tenant_index,cs_min_conn_dur,cs_max_conn_dur,cs_mean_conn_dur,no_nodes_errors,cycle_count,delta_busy,delta_cycles,conf_status,no_acl_match,no_acl_match_accept,no_acl_match_drop,no_acl_match_reject,last_hit_time_enforced_acl,no_staged_acl_match,no_staged_acl_match_accept,no_staged_acl_match_drop,no_staged_acl_match_reject,last_hit_time_staged_acl,clientside.pkts_in,clientside.bytes_in,clientside.pkts_out,clientside.bytes_out,clientside.max_conns,clientside.tot_conns,clientside.cur_conns,clientside.slow_conns,clientside.expired_conns,clientside.slow_killed,clientside.evicted_conns,clientside.other_killed,pva.pkts_in,pva.bytes_in,pva.pkts_out,pva.bytes_out,pva.max_conns,pva.tot_conns,pva.cur_conns,ephemeral.pkts_in,ephemeral.bytes_in,ephemeral.pkts_out,ephemeral.bytes_out,ephemeral.max_conns,ephemeral.tot_conns,ephemeral.cur_conns,tot_requests,tot_pva_assist_conn,curr_pva_assist_conn,max_pva_assist_conn,curr_pva_assist_conn_lowpri,curr_pva_assist_conn_mediumpri,curr_pva_assist_conn_highpri,pva_priority_increase,pva_priority_decrease,pva_attempted_insertion,serverside.pkts_in,serverside.bytes_in,serverside.pkts_out,serverside.bytes_out,serverside.max_conns,serverside.tot_conns,serverside.cur_conns,serverside.slow_conns,serverside.expired_conns,serverside.slow_killed,serverside.evicted_conns,serverside.other_killed,precision.tot_sync,precision.tot_async,precision.delayed,precision.tot_rejected,precision.tot_retry,precision.is_locked,precision.tot_locked,precision.tot_unlocked,precision.last_locked,precision.dura_locked,precision.latency,precision.last_value,precision.value,syncookies.hwsyncookie_inst,syncookies.swsyncookie_inst,syncookies.syncache_curr,syncookies.syncache_over,syncookies.syncookies,syncookies.accepts,syncookies.rejects,syncookies.hw_syncookies,syncookies.hw_accepts,syncookies.wl_hits,syncookies.wl_accepts,syncookies.wl_rejects,sc_curr_valid0,sc_curr_sent0,sc_curr_valid1,sc_curr_sent1,sc_mode0,sc_mode1,hwdns.hwdns_inst,hwdns.swdns_inst,hwdns.vlans_hw,hwdns.vlans_sw,hwdns.back_inserts,hwdns.back_evicts,hwdns.request_hits,no_fw_nat_policy,no_fw_nat_rule_match,fw_nat_match_failures,stress_stats.stress1s,stress_stats.rexmttimeo,stress_stats.sndprobe,stress_stats.rcvecncepack,stress_stats.abandons,stress_stats.rxunreach,stress_stats.serversynrtx,stress_stats.handshaketimeout,stress_stats.expires,stress_stats.dns_req,stress_stats.dns_resp,stress_stats.context_type,afm_ad_en,hornet.client_syn_received,hornet.normal_teardowns_completed,hornet.duplicate_syn_received,hornet.client_rst_received,hornet.server_rst_received,hornet.port_retry_count,hornet.way_collision_count,hornet.way_full_count,hornet.client_pkt_unknown_flow,hornet.server_pkt_unknown_flow,hornet.connection_created,hornet.embryonic_promoted,hornet.client_pkt_expired_embryonic,hornet.server_pkt_expired_embryonic,hornet.client_pkt_expired_active,hornet.server_pkt_expired_active,hornet.client_pkt_expired_timewait,hornet.server_pkt_expired_timewait,hornet.action_drop,hornet.action_reset,hornet.action_xform,hornet.action_fwd,msg.msg_in,msg.msg_out,msg.req_in,msg.req_out,msg.resp_in,msg.resp_out

